word,part_of_speech,category,lemma,word_count,index,question_id,mask_col,is_content_word
morning,NOUN,TIME,morning,1,[2],15858,question,True
",",PUNCT,,",",0,[3],15858,question,False
John,PROPN,PERSON,John,1,[4],15858,question,True
will,AUX,,will,1,[5],15858,question,False
begin,VERB,,begin,1,[6],15858,question,True
a,DET,,a,1,[7],15858,question,False
camping,NOUN,,camping,1,[8],15858,question,True
vacation,NOUN,,vacation,1,[9],15858,question,True
and,CCONJ,,and,1,[10],15858,question,False
he,PRON,,he,1,[11],15858,question,False
will,AUX,,will,1,[12],15858,question,False
return,VERB,,return,1,[13],15858,question,True
home,ADV,,home,1,[14],15858,question,True
at,ADP,,at,1,[15],15858,question,False
on,ADP,,on,1,[22],15858,question,False
which,PRON,,which,1,[23],15858,question,False
it,PRON,,it,1,[24],15858,question,False
rains,VERB,,rain,1,[25],15858,question,True
.,PUNCT,,.,0,[26],15858,question,False
If,SCONJ,,if,1,[27],15858,question,False
on,ADP,,on,1,[28],15858,question,False
of,ADP,,of,1,[33],15858,question,False
the,DET,,the,1,[34],15858,question,False
vacation,NOUN,,vacation,1,[35],15858,question,True
the,DET,,the,1,[36],15858,question,False
probability,NOUN,,probability,1,[37],15858,question,True
of,ADP,,of,1,[38],15858,question,False
rain,NOUN,,rain,1,[39],15858,question,True
on,ADP,,on,1,[40],15858,question,False
is,AUX,,be,1,[43],15858,question,False
",",PUNCT,,",",0,[45],15858,question,False
what,PRON,,what,1,[46],15858,question,False
is,AUX,,be,1,[47],15858,question,False
the,DET,,the,1,[48],15858,question,False
probability,NOUN,,probability,1,[49],15858,question,True
that,SCONJ,,that,1,[50],15858,question,False
Malachi,PROPN,PERSON,Malachi,1,[51],15858,question,True
will,AUX,,will,1,[52],15858,question,False
return,VERB,,return,1,[53],15858,question,True
home,ADV,,home,1,[54],15858,question,True
at,ADP,,at,1,[55],15858,question,False
on,ADP,,on,1,[61],15858,question,False
the,DET,,the,1,[62],15858,question,False
following,ADJ,,following,1,[63],15858,question,True
?,PUNCT,,?,0,[65],15858,question,False
In,ADP,,in,1,[0],56794,question,False
a,DET,,a,1,[1],56794,question,False
can,NOUN,,can,1,[2],56794,question,True
",",PUNCT,,",",0,[3],56794,question,False
there,PRON,,there,1,[4],56794,question,False
is,VERB,,be,1,[5],56794,question,True
a,DET,,a,1,[6],56794,question,False
mixture,NOUN,,mixture,1,[7],56794,question,True
of,ADP,,of,1,[8],56794,question,False
milk,NOUN,,milk,1,[9],56794,question,True
and,CCONJ,,and,1,[10],56794,question,False
water,NOUN,,water,1,[11],56794,question,True
in,ADP,,in,1,[12],56794,question,False
the,DET,,the,1,[13],56794,question,False
ratio,NOUN,,ratio,1,[14],56794,question,True
:,SYM,,:,1,[16],56794,question,False
.,PUNCT,,.,0,[18],56794,question,False
If,SCONJ,,if,1,[19],56794,question,False
it,PRON,,it,1,[20],56794,question,False
is,AUX,,be,1,[21],56794,question,False
filled,VERB,,fill,1,[22],56794,question,True
with,ADP,,with,1,[23],56794,question,False
litres,NOUN,,litre,1,[27],56794,question,True
of,ADP,,of,1,[28],56794,question,False
milk,NOUN,,milk,1,[29],56794,question,True
the,DET,,the,1,[30],56794,question,False
can,AUX,,can,1,[31],56794,question,False
would,AUX,,would,1,[32],56794,question,False
be,AUX,,be,1,[33],56794,question,False
full,ADJ,,full,1,[34],56794,question,True
and,CCONJ,,and,1,[35],56794,question,False
ratio,NOUN,,ratio,1,[36],56794,question,True
of,ADP,,of,1,[37],56794,question,False
milk,NOUN,,milk,1,[38],56794,question,True
and,CCONJ,,and,1,[39],56794,question,False
water,NOUN,,water,1,[40],56794,question,True
would,AUX,,would,1,[41],56794,question,False
become,VERB,,become,1,[42],56794,question,True
:,SYM,,:,1,[44],56794,question,False
.,X,,.,1,[46],56794,question,False
Find,VERB,,find,1,[47],56794,question,True
the,DET,,the,1,[48],56794,question,False
capacity,NOUN,,capacity,1,[49],56794,question,True
of,ADP,,of,1,[50],56794,question,False
the,DET,,the,1,[51],56794,question,False
can,NOUN,,can,1,[52],56794,question,True
?,PUNCT,,?,0,[53],56794,question,False
In,ADP,,in,1,[0],14968,question,False
a,DET,,a,1,[1],14968,question,False
company,NOUN,,company,1,[2],14968,question,True
of,ADP,,of,1,[3],14968,question,False
employees,NOUN,,employee,1,[5],14968,question,True
",",PUNCT,,",",0,[6],14968,question,False
are,AUX,,be,1,[8],14968,question,False
females,NOUN,,female,1,[9],14968,question,True
.,PUNCT,,.,0,[10],14968,question,False
A,DET,,a,1,[11],14968,question,False
total,NOUN,,total,1,[12],14968,question,True
of,ADP,,of,1,[13],14968,question,False
employees,NOUN,,employee,1,[15],14968,question,True
have,VERB,,have,1,[16],14968,question,True
advanced,ADJ,,advanced,1,[17],14968,question,True
degrees,NOUN,,degree,1,[18],14968,question,True
and,CCONJ,,and,1,[19],14968,question,False
the,DET,,the,1,[20],14968,question,False
rest,NOUN,,rest,1,[21],14968,question,True
have,VERB,,have,1,[22],14968,question,True
a,DET,,a,1,[23],14968,question,False
college,NOUN,,college,1,[24],14968,question,True
degree,NOUN,,degree,1,[25],14968,question,True
only,ADV,,only,1,[26],14968,question,True
.,PUNCT,,.,0,[27],14968,question,False
If,SCONJ,,if,1,[28],14968,question,False
employees,NOUN,,employee,1,[30],14968,question,True
are,AUX,,be,1,[31],14968,question,False
males,NOUN,,male,1,[32],14968,question,True
with,ADP,,with,1,[33],14968,question,False
college,NOUN,,college,1,[34],14968,question,True
degree,NOUN,,degree,1,[35],14968,question,True
only,ADV,,only,1,[36],14968,question,True
",",PUNCT,,",",0,[37],14968,question,False
how,SCONJ,,how,1,[38],14968,question,False
many,ADJ,,many,1,[39],14968,question,True
employees,NOUN,,employee,1,[40],14968,question,True
are,AUX,,be,1,[41],14968,question,False
females,NOUN,,female,1,[42],14968,question,True
with,ADP,,with,1,[43],14968,question,False
advanced,ADJ,,advanced,1,[44],14968,question,True
degrees,NOUN,,degree,1,[45],14968,question,True
?,PUNCT,,?,0,[46],14968,question,False
is,AUX,,be,1,[1],96669,question,False
times,NOUN,,time,1,[3],96669,question,True
as,ADV,,as,1,[4],96669,question,True
old,ADJ,,old,1,[5],96669,question,True
as,ADP,,as,1,[6],96669,question,False
",",PUNCT,,",",0,[8],96669,question,False
and,CCONJ,,and,1,[9],96669,question,False
is,AUX,,be,1,[11],96669,question,False
older,ADJ,,old,1,[14],96669,question,True
than,ADP,,than,1,[15],96669,question,False
R.,PROPN,NORP,R.,1,[16],96669,question,True
If,SCONJ,,if,1,[17],96669,question,False
is,AUX,,be,1,[19],96669,question,False
",",PUNCT,,",",0,[23],96669,question,False
what,PRON,,what,1,[24],96669,question,False
is,AUX,,be,1,[25],96669,question,False
’s,PART,,’s,1,[27],96669,question,False
age,NOUN,,age,1,[28],96669,question,True
in,ADP,,in,1,[29],96669,question,False
terms,NOUN,,term,1,[30],96669,question,True
of,ADP,,of,1,[31],96669,question,False
?,PUNCT,,?,0,[33],96669,question,False
Diesel,NOUN,ORG,diesel,1,[0],36071,question,True
costs,VERB,,cost,1,[1],36071,question,True
Rs.4per,NOUN,PERSON,rs.4per,1,[2],36071,question,True
lit,VERB,,light,1,[3],36071,question,True
and,CCONJ,,and,1,[4],36071,question,False
petrol,NOUN,,petrol,1,[5],36071,question,True
costs,NOUN,,cost,1,[6],36071,question,True
per,ADP,,per,1,[8],36071,question,False
litre,NOUN,,litre,1,[9],36071,question,True
.,PUNCT,,.,0,[10],36071,question,False
If,SCONJ,,if,1,[11],36071,question,False
the,DET,,the,1,[12],36071,question,False
price,NOUN,,price,1,[13],36071,question,True
of,ADP,,of,1,[14],36071,question,False
diesel,NOUN,,diesel,1,[15],36071,question,True
rise,NOUN,,rise,1,[16],36071,question,True
by,ADP,,by,1,[17],36071,question,False
a,DET,,a,1,[20],36071,question,False
month,NOUN,,month,1,[21],36071,question,True
and,CCONJ,,and,1,[22],36071,question,False
the,DET,,the,1,[23],36071,question,False
price,NOUN,,price,1,[24],36071,question,True
of,ADP,,of,1,[25],36071,question,False
petrol,NOUN,,petrol,1,[26],36071,question,True
is,AUX,,be,1,[27],36071,question,False
unchanged,ADJ,,unchanged,1,[28],36071,question,True
.,PUNCT,,.,0,[29],36071,question,False
How,SCONJ,,how,1,[30],36071,question,False
will,AUX,,will,1,[33],36071,question,False
it,PRON,,it,1,[34],36071,question,False
take,VERB,,take,1,[35],36071,question,True
until,SCONJ,,until,1,[36],36071,question,False
a,DET,,a,1,[37],36071,question,False
litre,NOUN,,litre,1,[38],36071,question,True
of,ADP,,of,1,[39],36071,question,False
Diesel,PROPN,ORG,Diesel,1,[40],36071,question,True
costs,VERB,,cost,1,[41],36071,question,True
more,ADJ,,more,1,[42],36071,question,True
than,ADP,,than,1,[43],36071,question,False
a,DET,,a,1,[44],36071,question,False
litre,NOUN,,litre,1,[45],36071,question,True
of,ADP,,of,1,[46],36071,question,False
petrol,NOUN,,petrol,1,[47],36071,question,True
.,PUNCT,,.,0,[48],36071,question,False
On,ADP,,on,1,[0],94035,question,False
