word,part_of_speech,category,lemma,word_count,index,question_id,mask_col,is_content_word
=,NOUN,,=,1.0,[60],54084,rationale_edit,True
*,NUM,,*,1.0,[62],54084,rationale_edit,False
=,NOUN,,=,1.0,[64],54084,rationale_edit,True
Rs,NOUN,,r,1.0,[65],54084,rationale_edit,True
.,PROPN,,.,1.0,[66],54084,rationale_edit,True
"
",SPACE,,"
",0.0,[68],54084,rationale_edit,False
C,NOUN,,c,1.0,[69],54084,rationale_edit,True
's,PART,,'s,1.0,[70],54084,rationale_edit,False
share,NOUN,,share,1.0,[71],54084,rationale_edit,True
=,NOUN,,=,1.0,[72],54084,rationale_edit,True
*,NUM,,*,1.0,[74],54084,rationale_edit,False
=,SYM,,=,1.0,[76],54084,rationale_edit,False
Rs,NOUN,,r,1.0,[77],54084,rationale_edit,True
.,PROPN,,.,1.0,[78],54084,rationale_edit,True
.,PUNCT,,.,0.0,[80],54084,rationale_edit,False
Let,VERB,,let,1.0,[0],13920,rationale_edit,True
initial,ADJ,,initial,1.0,[1],13920,rationale_edit,True
price,NOUN,,price,1.0,[2],13920,rationale_edit,True
be,AUX,,be,1.0,[3],13920,rationale_edit,False
"
",SPACE,,"
",0.0,[5],13920,rationale_edit,False
Price,NOUN,,price,1.0,[6],13920,rationale_edit,True
in,ADP,,in,1.0,[7],13920,rationale_edit,False
after,ADP,,after,1.0,[10],13920,rationale_edit,False
discount,NOUN,,discount,1.0,[13],13920,rationale_edit,True
=,NOUN,,=,1.0,[14],13920,rationale_edit,True
"
",SPACE,,"
",0.0,[16],13920,rationale_edit,False
Price,NOUN,,price,1.0,[17],13920,rationale_edit,True
in,ADP,,in,1.0,[18],13920,rationale_edit,False
after,ADP,,after,1.0,[21],13920,rationale_edit,False
discount,NOUN,,discount,1.0,[24],13920,rationale_edit,True
=,NOUN,,=,1.0,[25],13920,rationale_edit,True
"
",SPACE,,"
",0.0,[27],13920,rationale_edit,False
Price,PROPN,,Price,1.0,[28],13920,rationale_edit,True
in,ADP,,in,1.0,[29],13920,rationale_edit,False
after,SCONJ,,after,1.0,[32],13920,rationale_edit,False
discount,NOUN,,discount,1.0,[35],13920,rationale_edit,True
=,NOUN,,=,1.0,[36],13920,rationale_edit,True
"
",SPACE,,"
",0.0,[38],13920,rationale_edit,False
So,ADV,,so,1.0,[39],13920,rationale_edit,True
",",PUNCT,,",",0.0,[40],13920,rationale_edit,False
Price,NOUN,,price,1.0,[41],13920,rationale_edit,True
in,ADP,,in,1.0,[42],13920,rationale_edit,False
as,ADP,,as,1.0,[45],13920,rationale_edit,False
percentage,NOUN,,percentage,1.0,[46],13920,rationale_edit,True
of,ADP,,of,1.0,[47],13920,rationale_edit,False
the,DET,,the,1.0,[48],13920,rationale_edit,False
sale,NOUN,,sale,1.0,[49],13920,rationale_edit,True
price,NOUN,,price,1.0,[50],13920,rationale_edit,True
on,ADP,,on,1.0,[51],13920,rationale_edit,False
will,AUX,,will,1.0,[54],13920,rationale_edit,False
be,AUX,,be,1.0,[55],13920,rationale_edit,False
=,PROPN,,=,1.0,[56],13920,rationale_edit,True
82.94/96,NUM,,82.94/96,1.0,[57],13920,rationale_edit,False
*,NOUN,,*,1.0,[58],13920,rationale_edit,True
=,SYM,,=,1.0,[60],13920,rationale_edit,False
>,X,,>,1.0,[61],13920,rationale_edit,False
The,DET,,the,1.0,[0],81305,rationale_edit,False
sum,NOUN,,sum,1.0,[1],81305,rationale_edit,True
of,ADP,,of,1.0,[2],81305,rationale_edit,False
the,DET,,the,1.0,[3],81305,rationale_edit,False
numbers,NOUN,,number,1.0,[5],81305,rationale_edit,True
is,AUX,,be,1.0,[6],81305,rationale_edit,False
*,SYM,,*,1.0,[8],81305,rationale_edit,False
=,SYM,,=,1.0,[10],81305,rationale_edit,False
"
",SPACE,,"
",0.0,[12],81305,rationale_edit,False
If,SCONJ,,if,1.0,[13],81305,rationale_edit,False
each,DET,,each,1.0,[14],81305,rationale_edit,False
number,NOUN,,number,1.0,[15],81305,rationale_edit,True
is,AUX,,be,1.0,[16],81305,rationale_edit,False
multiplied,VERB,,multiply,1.0,[17],81305,rationale_edit,True
by,ADP,,by,1.0,[18],81305,rationale_edit,False
",",PUNCT,,",",0.0,[20],81305,rationale_edit,False
the,DET,,the,1.0,[21],81305,rationale_edit,False
new,ADJ,,new,1.0,[22],81305,rationale_edit,True
sum,NOUN,,sum,1.0,[23],81305,rationale_edit,True
is,AUX,,be,1.0,[24],81305,rationale_edit,False
),PUNCT,,),0.0,[26],81305,rationale_edit,False
.,PUNCT,,.,0.0,[27],81305,rationale_edit,False
"
",SPACE,,"
",0.0,[28],81305,rationale_edit,False
The,DET,,the,1.0,[29],81305,rationale_edit,False
average,NOUN,,average,1.0,[30],81305,rationale_edit,True
is,AUX,,be,1.0,[31],81305,rationale_edit,False
then,ADV,,then,1.0,[32],81305,rationale_edit,True
*,SYM,,*,1.0,[34],81305,rationale_edit,False
=,NUM,,=,1.0,[36],81305,rationale_edit,False
term,NOUN,,term,1.0,[1],18645,rationale_edit,True
term,NOUN,,term,1.0,[4],18645,rationale_edit,True
=,VERB,,=,1.0,[5],18645,rationale_edit,True
"
",SPACE,,"
",0.0,[7],18645,rationale_edit,False
i.e.,X,,i.e.,1.0,[8],18645,rationale_edit,False
",",PUNCT,,",",0.0,[9],18645,rationale_edit,False
(,PUNCT,,(,0.0,[10],18645,rationale_edit,False
a+3d)+(a+11d,NOUN,,a+3d)+(a+11d,1.0,[11],18645,rationale_edit,True
),PUNCT,,),0.0,[12],18645,rationale_edit,False
=,VERB,,=,1.0,[13],18645,rationale_edit,True
"
",SPACE,,"
",0.0,[15],18645,rationale_edit,False
Now,ADV,,now,1.0,[16],18645,rationale_edit,True
",",PUNCT,,",",0.0,[17],18645,rationale_edit,False
Sum,PROPN,,Sum,1.0,[18],18645,rationale_edit,True
of,ADP,,of,1.0,[19],18645,rationale_edit,False
terms,NOUN,,term,1.0,[22],18645,rationale_edit,True
=,PROPN,,=,1.0,[23],18645,rationale_edit,True
(,PUNCT,,(,0.0,[24],18645,rationale_edit,False
),PUNCT,,),0.0,[26],18645,rationale_edit,False
*,PUNCT,,*,0.0,[27],18645,rationale_edit,False
[,X,,[,1.0,[28],18645,rationale_edit,False
+,PUNCT,,+,0.0,[30],18645,rationale_edit,False
(,PUNCT,,(,0.0,[31],18645,rationale_edit,False
15-1)d,NUM,,15-1)d,1.0,[32],18645,rationale_edit,False
],PUNCT,,],0.0,[33],18645,rationale_edit,False
"
",SPACE,,"
",0.0,[34],18645,rationale_edit,False
=,PROPN,,=,1.0,[35],18645,rationale_edit,True
(,PUNCT,,(,0.0,[36],18645,rationale_edit,False
),PUNCT,,),0.0,[38],18645,rationale_edit,False
*,PUNCT,,*,0.0,[39],18645,rationale_edit,False
[,X,,[,1.0,[40],18645,rationale_edit,False
],PUNCT,,],0.0,[44],18645,rationale_edit,False
"
",SPACE,,"
",0.0,[45],18645,rationale_edit,False
=,PROPN,,=,1.0,[46],18645,rationale_edit,True
(,PUNCT,,(,0.0,[47],18645,rationale_edit,False
),PUNCT,,),0.0,[49],18645,rationale_edit,False
*,PUNCT,,*,0.0,[50],18645,rationale_edit,False
---------------,PUNCT,,---------------,0.0,[52],18645,rationale_edit,False
From,ADP,,from,1.0,[53],18645,rationale_edit,False
(,PUNCT,,(,0.0,[54],18645,rationale_edit,False
),PUNCT,,),0.0,[56],18645,rationale_edit,False
"
",SPACE,,"
",0.0,[57],18645,rationale_edit,False
=,SYM,,=,1.0,[58],18645,rationale_edit,False
Explanation,NOUN,,explanation,1.0,[0],12383,rationale_edit,True
:,PUNCT,,:,0.0,[1],12383,rationale_edit,False
"
",SPACE,,"
",0.0,[2],12383,rationale_edit,False
Sum,PROPN,,Sum,1.0,[3],12383,rationale_edit,True
of,ADP,,of,1.0,[4],12383,rationale_edit,False
temperatures,NOUN,,temperature,1.0,[5],12383,rationale_edit,True
on,ADP,,on,1.0,[6],12383,rationale_edit,False
",",PUNCT,,",",0.0,[10],12383,rationale_edit,False
and,CCONJ,,and,1.0,[12],12383,rationale_edit,False
days,NOUN,,day,1.0,[14],12383,rationale_edit,True
=,PRON,,=,1.0,[15],12383,rationale_edit,False
(,PUNCT,,(,0.0,[16],12383,rationale_edit,False
*,SYM,,*,1.0,[18],12383,rationale_edit,False
),PUNCT,,),0.0,[20],12383,rationale_edit,False
=,VERB,,=,1.0,[21],12383,rationale_edit,True
...,PUNCT,,...,0.0,[24],12383,rationale_edit,False
(,PUNCT,,(,0.0,[25],12383,rationale_edit,False
),PUNCT,,),0.0,[27],12383,rationale_edit,False
"
",SPACE,,"
",0.0,[28],12383,rationale_edit,False
Sum,PROPN,,Sum,1.0,[29],12383,rationale_edit,True
of,ADP,,of,1.0,[30],12383,rationale_edit,False
temperatures,NOUN,,temperature,1.0,[31],12383,rationale_edit,True
on,ADP,,on,1.0,[32],12383,rationale_edit,False
",",PUNCT,,",",0.0,[34],12383,rationale_edit,False
",",PUNCT,,",",0.0,[36],12383,rationale_edit,False
and,CCONJ,,and,1.0,[38],12383,rationale_edit,False
days,NOUN,,day,1.0,[40],12383,rationale_edit,True
-,PUNCT,,-,0.0,[41],12383,rationale_edit,False
(,PUNCT,,(,0.0,[42],12383,rationale_edit,False
*,SYM,,*,1.0,[44],12383,rationale_edit,False
),PUNCT,,),0.0,[46],12383,rationale_edit,False
=,VERB,,=,1.0,[47],12383,rationale_edit,True
....,PUNCT,,....,0.0,[50],12383,rationale_edit,False
(,PUNCT,,(,0.0,[51],12383,rationale_edit,False
),PUNCT,,),0.0,[53],12383,rationale_edit,False
"
",SPACE,,"
",0.0,[54],12383,rationale_edit,False
Subtracting,PROPN,,Subtracting,1.0,[55],12383,rationale_edit,True
(,PUNCT,,(,0.0,[56],12383,rationale_edit,False
),PUNCT,,),0.0,[58],12383,rationale_edit,False
From,ADP,,from,1.0,[59],12383,rationale_edit,False
(,PUNCT,,(,0.0,[60],12383,rationale_edit,False
),PUNCT,,),0.0,[62],12383,rationale_edit,False
",",PUNCT,,",",0.0,[63],12383,rationale_edit,False
we,PRON,,we,1.0,[64],12383,rationale_edit,False
get,VERB,,get,1.0,[65],12383,rationale_edit,True
:,PUNCT,,:,0.0,[66],12383,rationale_edit,False
"
",SPACE,,"
",0.0,[67],12383,rationale_edit,False
Temp,PROPN,PERSON,Temp,1.0,[68],12383,rationale_edit,True
",",PUNCT,,",",0.0,[69],12383,rationale_edit,False
on,ADP,,on,1.0,[70],12383,rationale_edit,False
day,NOUN,,day,1.0,[72],12383,rationale_edit,True
-,PUNCT,,-,0.0,[73],12383,rationale_edit,False
Temp,PROPN,,Temp,1.0,[74],12383,rationale_edit,True
on,ADP,,on,1.0,[75],12383,rationale_edit,False
=,VERB,,=,1.0,[78],12383,rationale_edit,True
.,PUNCT,,.,0.0,[81],12383,rationale_edit,False
"
",SPACE,,"
",0.0,[82],12383,rationale_edit,False
Let,VERB,,let,1.0,[83],12383,rationale_edit,True
the,DET,,the,1.0,[84],12383,rationale_edit,False
temperatures,NOUN,,temperature,1.0,[85],12383,rationale_edit,True
on,ADP,,on,1.0,[86],12383,rationale_edit,False
and,CCONJ,,and,1.0,[88],12383,rationale_edit,False
days,NOUN,,day,1.0,[90],12383,rationale_edit,True
be,VERB,,be,1.0,[91],12383,rationale_edit,True
and,CCONJ,,and,1.0,[93],12383,rationale_edit,False
respectively,ADV,,respectively,1.0,[96],12383,rationale_edit,True
.,PUNCT,,.,0.0,[97],12383,rationale_edit,False
"
",SPACE,,"
",0.0,[98],12383,rationale_edit,False
Then,ADV,,then,1.0,[99],12383,rationale_edit,True
",",PUNCT,,",",0.0,[100],12383,rationale_edit,False
-,PUNCT,,-,0.0,[102],12383,rationale_edit,False
7x,PROPN,,7x,1.0,[103],12383,rationale_edit,True
=,SYM,,=,1.0,[104],12383,rationale_edit,False
or,CCONJ,,or,1.0,[106],12383,rationale_edit,False
x,NOUN,,x,1.0,[107],12383,rationale_edit,True
=,NOUN,,=,1.0,[108],12383,rationale_edit,True
.,PUNCT,,.,0.0,[110],12383,rationale_edit,False
Answer,NOUN,,answer,1.0,[111],12383,rationale_edit,True
:,PUNCT,,:,0.0,[112],12383,rationale_edit,False
D,PROPN,,D,1.0,[113],12383,rationale_edit,True
Time,NOUN,,time,1.0,[0],36718,rationale_edit,True
to,PART,,to,1.0,[1],36718,rationale_edit,False
paint,VERB,,paint,1.0,[2],36718,rationale_edit,True
each,DET,,each,1.0,[3],36718,rationale_edit,False
wall,NOUN,,wall,1.0,[4],36718,rationale_edit,True
as,SCONJ,,as,1.0,[5],36718,rationale_edit,False
given,VERB,,give,1.0,[6],36718,rationale_edit,True
in,ADP,,in,1.0,[7],36718,rationale_edit,False
problem,NOUN,,problem,1.0,[8],36718,rationale_edit,True
:,PUNCT,,:,0.0,[9],36718,rationale_edit,False
"
",SPACE,,"
",0.0,[10],36718,rationale_edit,False
AC,PROPN,ORG,AC,1.0,[11],36718,rationale_edit,True
=,AUX,,=,1.0,[12],36718,rationale_edit,False
4 hours,NUM,TIME,4 hour,2.0,"[13, 14]",36718,rationale_edit,True
"
",SPACE,,"
",0.0,[15],36718,rationale_edit,False
BC,PROPN,ORG,BC,1.0,[16],36718,rationale_edit,True
=,SYM,,=,1.0,[17],36718,rationale_edit,False
2 hours,NUM,TIME,2 hour,2.0,"[18, 19]",36718,rationale_edit,True
"
",SPACE,,"
",0.0,[20],36718,rationale_edit,False
AB,PROPN,,AB,1.0,[21],36718,rationale_edit,True
=,VERB,,=,1.0,[22],36718,rationale_edit,True
6 hours,NUM,TIME,6 hour,2.0,"[23, 24]",36718,rationale_edit,True
"
",SPACE,,"
",0.0,[25],36718,rationale_edit,False
Since,SCONJ,,since,1.0,[26],36718,rationale_edit,False
he,PRON,,he,1.0,[27],36718,rationale_edit,False
works,VERB,,work,1.0,[28],36718,rationale_edit,True
at,ADP,,at,1.0,[29],36718,rationale_edit,False
constant,ADJ,,constant,1.0,[30],36718,rationale_edit,True
rate,NOUN,,rate,1.0,[31],36718,rationale_edit,True
and,CCONJ,,and,1.0,[32],36718,rationale_edit,False
it,PRON,,it,1.0,[33],36718,rationale_edit,False
takes,VERB,,take,1.0,[34],36718,rationale_edit,True
him,PRON,,he,1.0,[35],36718,rationale_edit,False
twice,ADV,,twice,1.0,[36],36718,rationale_edit,True
as,ADV,,as,1.0,[37],36718,rationale_edit,True
long,ADJ,,long,1.0,[38],36718,rationale_edit,True
to,PART,,to,1.0,[39],36718,rationale_edit,False
paint,VERB,,paint,1.0,[40],36718,rationale_edit,True
AC,PROPN,ORG,AC,1.0,[41],36718,rationale_edit,True
compared,VERB,,compare,1.0,[42],36718,rationale_edit,True
to,ADP,,to,1.0,[43],36718,rationale_edit,False
BC,PROPN,ORG,BC,1.0,[44],36718,rationale_edit,True
"
",SPACE,,"
",0.0,[45],36718,rationale_edit,False
AC=2BC,PROPN,ORG,AC=2BC,1.0,[46],36718,rationale_edit,True
"
",SPACE,,"
",0.0,[47],36718,rationale_edit,False
Plug,PROPN,,Plug,1.0,[48],36718,rationale_edit,True
in,ADP,,in,1.0,[49],36718,rationale_edit,False
for,ADP,,for,1.0,[51],36718,rationale_edit,False
A,NOUN,,a,1.0,[52],36718,rationale_edit,True
and,CCONJ,,and,1.0,[53],36718,rationale_edit,False
you,PRON,,you,1.0,[54],36718,rationale_edit,False
find,VERB,,find,1.0,[55],36718,rationale_edit,True
that,SCONJ,,that,1.0,[56],36718,rationale_edit,False
B=3,X,,b=3,1.0,[57],36718,rationale_edit,False
"
",SPACE,,"
",0.0,[58],36718,rationale_edit,False
Since,SCONJ,,since,1.0,[59],36718,rationale_edit,False
painting,VERB,,paint,1.0,[60],36718,rationale_edit,True
AB,PROPN,,AB,1.0,[61],36718,rationale_edit,True
takes,VERB,,take,1.0,[62],36718,rationale_edit,True
times,NOUN,,time,1.0,[64],36718,rationale_edit,True
as,ADV,,as,1.0,[65],36718,rationale_edit,True
long,ADJ,,long,1.0,[66],36718,rationale_edit,True
compared,VERB,,compare,1.0,[67],36718,rationale_edit,True
to,ADP,,to,1.0,[68],36718,rationale_edit,False
BC,PROPN,ORG,BC,1.0,[69],36718,rationale_edit,True
",",PUNCT,,",",0.0,[70],36718,rationale_edit,False
"
",SPACE,,"
",0.0,[71],36718,rationale_edit,False
"AB=3BC
Plug",PROPN,PRODUCT,"AB=3BC
Plug",2.0,"[72, 73, 74]",36718,rationale_edit,True
in,ADP,,in,1.0,[75],36718,rationale_edit,False
for,ADP,,for,1.0,[77],36718,rationale_edit,False
A,NOUN,,a,1.0,[78],36718,rationale_edit,True
and,CCONJ,,and,1.0,[79],36718,rationale_edit,False
for,ADP,,for,1.0,[81],36718,rationale_edit,False
B,NOUN,,b,1.0,[82],36718,rationale_edit,True
and,CCONJ,,and,1.0,[83],36718,rationale_edit,False
you,PRON,,you,1.0,[84],36718,rationale_edit,False
find,VERB,,find,1.0,[85],36718,rationale_edit,True
that,SCONJ,,that,1.0,[86],36718,rationale_edit,False
C=2,PROPN,,C=2,1.0,[87],36718,rationale_edit,True
"
",SPACE,,"
",0.0,[88],36718,rationale_edit,False
A*B*C=6,NUM,,a*b*c=6,1.0,[89],36718,rationale_edit,False
*,NUM,,*,1.0,[90],36718,rationale_edit,False
*,SYM,,*,1.0,[92],36718,rationale_edit,False
X,NOUN,,x,1.0,[0],69327,rationale_edit,True
=,SYM,,=,1.0,[1],69327,rationale_edit,False
),PUNCT,,),0.0,[7],69327,rationale_edit,False
),PUNCT,,),0.0,[8],69327,rationale_edit,False
"
",SPACE,,"
",0.0,[9],69327,rationale_edit,False
=,SYM,,=,1.0,[10],69327,rationale_edit,False
),PUNCT,,),0.0,[16],69327,rationale_edit,False
"
",SPACE,,"
",0.0,[17],69327,rationale_edit,False
=,SYM,,=,1.0,[18],69327,rationale_edit,False
"
",SPACE,,"
",0.0,[22],69327,rationale_edit,False
X,NOUN,,x,1.0,[23],69327,rationale_edit,True
=,NOUN,,=,1.0,[24],69327,rationale_edit,True
=,NOUN,,=,1.0,[26],69327,rationale_edit,True
=,X,,=,1.0,[27],69327,rationale_edit,False
>,X,,>,1.0,[28],69327,rationale_edit,False
5X,PROPN,,5X,1.0,[29],69327,rationale_edit,True
+,PROPN,,+,1.0,[30],69327,rationale_edit,True
7/3,NUM,,7/3,1.0,[31],69327,rationale_edit,False
=,SYM,,=,1.0,[32],69327,rationale_edit,False
>,X,,>,1.0,[33],69327,rationale_edit,False
),PUNCT,,),0.0,[35],69327,rationale_edit,False
+,PUNCT,,+,0.0,[36],69327,rationale_edit,False
7/3,NUM,,7/3,1.0,[37],69327,rationale_edit,False
"
",SPACE,,"
",0.0,[38],69327,rationale_edit,False
=,X,,=,1.0,[39],69327,rationale_edit,False
=,X,,=,1.0,[40],69327,rationale_edit,False
>,X,,>,1.0,[41],69327,rationale_edit,False
35/3,PROPN,,35/3,1.0,[42],69327,rationale_edit,True
+,NUM,,+,1.0,[43],69327,rationale_edit,False
7/3,NUM,,7/3,1.0,[44],69327,rationale_edit,False
"
",SPACE,,"
",0.0,[45],69327,rationale_edit,False
=,X,,=,1.0,[46],69327,rationale_edit,False
=,X,,=,1.0,[47],69327,rationale_edit,False
>,X,,>,1.0,[48],69327,rationale_edit,False
42/3,PROPN,,42/3,1.0,[49],69327,rationale_edit,True
"
",SPACE,,"
",0.0,[50],69327,rationale_edit,False
=,X,,=,1.0,[51],69327,rationale_edit,False
=,X,,=,1.0,[52],69327,rationale_edit,False
>,PROPN,,>,1.0,[53],69327,rationale_edit,True
.,PUNCT,,.,0.0,[55],69327,rationale_edit,False
Sum,PROPN,,Sum,1.0,[0],49968,rationale_edit,True
of,ADP,,of,1.0,[1],49968,rationale_edit,False
=,SYM,,=,1.0,[3],49968,rationale_edit,False
"
",SPACE,,"
",0.0,[5],49968,rationale_edit,False
Average,ADJ,,average,1.0,[6],49968,rationale_edit,True
=,PROPN,,=,1.0,[7],49968,rationale_edit,True
*,PUNCT,,*,0.0,[9],49968,rationale_edit,False
=,NUM,,=,1.0,[11],49968,rationale_edit,False
Initial,ADJ,,initial,1.0,[0],71969,rationale_edit,True
:,PUNCT,,:,0.0,[1],71969,rationale_edit,False
(,PUNCT,,(,0.0,[2],71969,rationale_edit,False
=,SYM,,=,1.0,[4],71969,rationale_edit,False
(,PUNCT,,(,0.0,[6],71969,rationale_edit,False
bacterial,ADJ,,bacterial,1.0,[7],71969,rationale_edit,True
species,NOUN,,specie,1.0,[8],71969,rationale_edit,True
